"codigo";"descricao";"descricao_breve"
"N29";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N30";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N31";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N32";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N33";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N34";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N35";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N36";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N37";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N38";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N39";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N40";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N41";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N42";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N43";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N44";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N45";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N46";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N47";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N48";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N49";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N50";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N51";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N52";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N53";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N54";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N55";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N56";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N57";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N58";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N59";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N60";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N61";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N62";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N63";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N64";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N65";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N66";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N67";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N68";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N69";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N70";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N71";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N72";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N73";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N74";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N75";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N76";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N77";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N78";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N79";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N80";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N81";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N82";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N83";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N84";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N85";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N86";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N87";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N88";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N89";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N90";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N91";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N92";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N93";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N94";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N95";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N96";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N97";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N98";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"N99";"Capítulo XIV - Doenças do aparelho geniturinário";"XIV. Doenças do aparelho geniturinário"
"O00";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O01";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O02";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O03";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O04";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O05";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O06";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O07";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O08";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O09";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O10";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O11";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O12";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O13";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O14";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O15";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O16";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O17";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O18";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O19";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O20";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O21";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O22";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O23";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O24";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O25";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O26";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O27";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O28";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O29";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O30";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O31";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O32";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O33";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O34";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O35";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O36";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O37";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O38";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O39";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O40";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O41";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O42";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O43";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O44";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O45";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O46";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O47";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O48";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O49";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O50";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O51";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O52";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O53";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O54";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O55";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O56";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O57";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O58";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O59";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O60";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O61";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O62";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O63";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O64";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O65";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O66";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O67";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O68";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O69";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O70";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O71";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O72";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O73";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O74";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O75";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O76";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O77";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O78";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O79";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O80";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O81";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O82";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O83";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O84";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O85";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O86";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O87";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O88";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O89";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O90";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O91";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O92";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O93";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O94";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O95";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O96";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O97";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O98";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"O99";"Capítulo XV - Gravidez, parto e puerpério";"XV.  Gravidez parto e puerpério"
"P00";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P01";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P02";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P03";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P04";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P05";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P06";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P07";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P08";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P09";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P10";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P11";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P12";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P13";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P14";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P15";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P16";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P17";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P18";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P19";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P20";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P21";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P22";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P23";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P24";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P25";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P26";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P27";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P28";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P29";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P30";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P31";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P32";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P33";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P34";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P35";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P36";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P37";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P38";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P39";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P40";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P41";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P42";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P43";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P44";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P45";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P46";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P47";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P48";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P49";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P50";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P51";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P52";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P53";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P54";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P55";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P56";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P57";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P58";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P59";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P60";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P61";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P62";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P63";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P64";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P65";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P66";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P67";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P68";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P69";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P70";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P71";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P72";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P73";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P74";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P75";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P76";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P77";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P78";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P79";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P80";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P81";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P82";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P83";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P84";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P85";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P86";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P87";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P88";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P89";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P90";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P91";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P92";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P93";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P94";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P95";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"P96";"Capítulo XVI - Algumas afecções originadas no período perinatal";"XVI. Algumas afec originadas no período perinatal"
"Q00";"Capítulo XVII - Malformações congênitas, deformidades e anomalias cromossômicas";"XVII.Malf cong deformid e anomalias cromossômicas"
"Q01";"Capítulo XVII - Malformações congênitas, deformidades e anomalias cromossômicas";"XVII.Malf cong deformid e anomalias cromossômicas"
"Q02";"Capítulo XVII - Malformações congênitas, deformidades e anomalias cromossômicas";"XVII.Malf cong deformid e anomalias cromossômicas"
"Q03";"Capítulo XVII - Malformações congênitas, deformidades e anomalias cromossômicas";"XVII.Malf cong deformid e anomalias cromossômicas"
"Q04";"Capítulo XVII - Malformações congênitas, deformidades e anomalias cromossômicas";"XVII.Malf cong deformid e anomalias cromossômicas"
"Q05";"Capítulo XVII - Malformações congênitas, deformidades e anomalias cromossômicas";"XVII.Malf cong deformid e anomalias cromossômicas"
"Q06";"Capítulo XVII - Malformações congênitas, deformidades e anomalias cromossômicas";"XVII.Malf cong deformid e anomalias cromossômicas"
"Q07";"Capítulo XVII - Malformações congênitas, deformidades e anomalias cromossômicas";"XVII.Malf cong deformid e anomalias cromossômicas"
"Q08";"Capítulo XVII - Malformações congênitas, deformidades e anomalias cromossômicas";"XVII.Malf cong deformid e anomalias cromossômicas"
"Q09";"Capítulo XVII - Malformações congênitas, deformidades e anomalias cromossômicas";"XVII.Malf cong deformid e anomalias cromossômicas"
