"codigo";"descricao";"descricao_breve"
"E39";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E40";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E41";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E42";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E43";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E44";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E45";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E46";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E47";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E48";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E49";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E50";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E51";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E52";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E53";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E54";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E55";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E56";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E57";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E58";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E59";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E60";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E61";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E62";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E63";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E64";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E65";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E66";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E67";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E68";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E69";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E70";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E71";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E72";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E73";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E74";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E75";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E76";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E77";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E78";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E79";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E80";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E81";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E82";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E83";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E84";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E85";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E86";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E87";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E88";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E89";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"E90";"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas";"IV.  Doenças endócrinas nutricionais e metabólicas"
"F00";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F01";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F02";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F03";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F04";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F05";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F06";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F07";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F08";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F09";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F10";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F11";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F12";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F13";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F14";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F15";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F16";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F17";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F18";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F19";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F20";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F21";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F22";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F23";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F24";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F25";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F26";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F27";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F28";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F29";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F30";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F31";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F32";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F33";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F34";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F35";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F36";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F37";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F38";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F39";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F40";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F41";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F42";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F43";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F44";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F45";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F46";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F47";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F48";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F49";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F50";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F51";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F52";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F53";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F54";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F55";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F56";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F57";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F58";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F59";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F60";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F61";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F62";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F63";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F64";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F65";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F66";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F67";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F68";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F69";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F70";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F71";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F72";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F73";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F74";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F75";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F76";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F77";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F78";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F79";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F80";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F81";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F82";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F83";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F84";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F85";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F86";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F87";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F88";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F89";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F90";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F91";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F92";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F93";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F94";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F95";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F96";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F97";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F98";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"F99";"Capítulo V - Transtornos mentais e comportamentais";"V.   Transtornos mentais e comportamentais"
"G00";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G01";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G02";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G03";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G04";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G05";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G06";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G07";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G08";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G09";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G10";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G11";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G12";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G13";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G14";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G15";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G16";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G17";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G18";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G19";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G20";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G21";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G22";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G23";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G24";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G25";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G26";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G27";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G28";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G29";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G30";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G31";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G32";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G33";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G34";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G35";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G36";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G37";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G38";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G39";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G40";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G41";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G42";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G43";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G44";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G45";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G46";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G47";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G48";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G49";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G50";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G51";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G52";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G53";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G54";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G55";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G56";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G57";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G58";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G59";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G60";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G61";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G62";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G63";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G64";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G65";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G66";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G67";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G68";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G69";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G70";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G71";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G72";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G73";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G74";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G75";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G76";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G77";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G78";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G79";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G80";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G81";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G82";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G83";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G84";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G85";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G86";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G87";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G88";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G89";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G90";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G91";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G92";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G93";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G94";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G95";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G96";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G97";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G98";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"G99";"Capítulo VI - Doenças do sistema nervoso";"VI.  Doenças do sistema nervoso"
"H00";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H01";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H02";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H03";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H04";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H05";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H06";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H07";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H08";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H09";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H10";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H11";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H12";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H13";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H14";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H15";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H16";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H17";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H18";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H19";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H20";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H21";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H22";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H23";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H24";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H25";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H26";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H27";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H28";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H29";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H30";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H31";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H32";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H33";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H34";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H35";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
"H36";"Capítulo VII - Doenças do olho e anexos";"VII. Doenças do olho e anexos"
